index,carrier,year,month,name,value,groupid
191902,US,2014,10,BOS,20,10_US
193144,WN,2014,11,BOS,21,11_WN
182715,AA,2014,3,BOS,15,3_AA
187515,B6,2014,7,BOS,29,7_B6
190637,UA,2014,9,BOS,19,9_UA
182851,B6,2014,3,BOS,18,3_B6
185299,DL,2014,5,BOS,18,5_DL
190516,OO,2014,9,BOS,15,9_OO
193032,US,2014,11,BOS,18,11_US
187344,WN,2014,6,BOS,33,6_WN
194349,WN,2014,12,BOS,29,12_WN
182986,DL,2014,3,BOS,13,3_DL
183089,EV,2014,3,BOS,11,3_EV
187198,US,2014,6,BOS,20,6_US
192959,UA,2014,11,BOS,19,11_UA
187379,AA,2014,7,BOS,29,7_AA
182631,WN,2014,2,BOS,18,2_WN
187597,DL,2014,7,BOS,19,7_DL
193209,AA,2014,12,BOS,25,12_AA
181567,AA,2014,2,BOS,19,2_AA
188384,US,2014,7,BOS,20,7_US
189946,DL,2014,9,BOS,14,9_DL
181704,B6,2014,2,BOS,23,2_B6
188306,UA,2014,7,BOS,26,7_UA
193411,DL,2014,12,BOS,23,12_DL
181802,DL,2014,2,BOS,16,2_DL
188254,OO,2014,7,BOS,25,7_OO
181952,EV,2014,2,BOS,30,2_EV
190122,EV,2014,9,BOS,13,9_EV
193345,B6,2014,12,BOS,17,12_B6
182352,OO,2014,2,BOS,31,2_OO
182450,UA,2014,2,BOS,20,2_UA
187739,EV,2014,7,BOS,23,7_EV
182528,US,2014,2,BOS,17,2_US
190728,US,2014,9,BOS,12,9_US
193652,EV,2014,12,BOS,15,12_EV
187133,UA,2014,6,BOS,28,6_UA
183528,OO,2014,3,BOS,10,3_OO
192062,AA,2014,11,BOS,21,11_AA
191113,DL,2014,10,BOS,23,10_DL
186016,US,2014,5,BOS,17,5_US
184784,UA,2014,4,BOS,18,4_UA
191983,WN,2014,10,BOS,29,10_WN
184859,US,2014,4,BOS,14,4_US
186120,WN,2014,5,BOS,28,5_WN
191259,EV,2014,10,BOS,19,10_EV
185928,UA,2014,5,BOS,25,5_UA
185906,OO,2014,5,BOS,25,5_OO
185031,AA,2014,5,BOS,23,5_AA
191819,UA,2014,10,BOS,30,10_UA
185156,B6,2014,5,BOS,17,5_B6
185414,EV,2014,5,BOS,17,5_EV
184939,WN,2014,4,BOS,25,4_WN
186192,AA,2014,6,BOS,31,6_AA
184206,EV,2014,4,BOS,12,4_EV
192195,B6,2014,11,BOS,15,11_B6
183613,UA,2014,3,BOS,17,3_UA
187063,OO,2014,6,BOS,50,6_OO
190810,WN,2014,9,BOS,22,9_WN
183689,US,2014,3,BOS,17,3_US
192483,EV,2014,11,BOS,22,11_EV
186555,EV,2014,6,BOS,24,6_EV
183827,WN,2014,3,BOS,21,3_WN
190901,AA,2014,10,BOS,26,10_AA
183872,AA,2014,4,BOS,14,4_AA
186408,DL,2014,6,BOS,22,6_DL
192262,DL,2014,11,BOS,18,11_DL
184010,B6,2014,4,BOS,16,4_B6
191037,B6,2014,10,BOS,17,10_B6
186337,B6,2014,6,BOS,19,6_B6
184120,DL,2014,4,BOS,13,4_DL
192820,OO,2014,11,BOS,29,11_OO
181515,WN,2014,1,BOS,33,1_WN
191693,OO,2014,10,BOS,38,10_OO
189725,AA,2014,9,BOS,17,9_AA
180596,DL,2014,1,BOS,22,1_DL
188690,B6,2014,8,BOS,18,8_B6
180737,EV,2014,1,BOS,19,1_EV
194217,US,2014,12,BOS,20,12_US
188979,EV,2014,8,BOS,13,8_EV
181376,US,2014,1,BOS,14,1_US
188536,WN,2014,7,BOS,33,7_WN
189399,OO,2014,8,BOS,32,8_OO
189865,B6,2014,9,BOS,10,9_B6
180535,B6,2014,1,BOS,24,1_B6
181294,UA,2014,1,BOS,19,1_UA
189563,US,2014,8,BOS,15,8_US
188549,AA,2014,8,BOS,25,8_AA
194088,OO,2014,12,BOS,34,12_OO
189648,WN,2014,8,BOS,27,8_WN
188758,DL,2014,8,BOS,17,8_DL
189486,UA,2014,8,BOS,23,8_UA
194121,UA,2014,12,BOS,28,12_UA
181234,OO,2014,1,BOS,26,1_OO
180395,AA,2014,1,BOS,21,1_AA
182858,B6,2014,3,DCA,21,3_B6
183697,US,2014,3,DCA,15,3_US
186914,MQ,2014,6,DCA,26,6_MQ
187076,OO,2014,6,DCA,56,6_OO
190830,WN,2014,9,DCA,14,9_WN
194197,US,2014,12,DCA,16,12_US
192699,MQ,2014,11,DCA,25,11_MQ
186581,EV,2014,6,DCA,29,6_EV
189660,WN,2014,8,DCA,18,8_WN
183839,WN,2014,3,DCA,22,3_WN
193026,US,2014,11,DCA,17,11_US
192481,EV,2014,11,DCA,20,11_EV
187383,AA,2014,7,DCA,31,7_AA
188762,DL,2014,8,DCA,15,8_DL
180791,EV,2014,1,DCA,38,1_EV
190657,UA,2014,9,DCA,19,9_UA
190733,US,2014,9,DCA,11,9_US
183489,OO,2014,3,DCA,29,3_OO
192296,DL,2014,11,DCA,18,11_DL
187147,UA,2014,6,DCA,29,6_UA
192910,OO,2014,11,DCA,33,11_OO
183403,MQ,2014,3,DCA,28,3_MQ
187290,WN,2014,6,DCA,19,6_WN
182950,DL,2014,3,DCA,18,3_DL
194140,UA,2014,12,DCA,22,12_UA
183113,EV,2014,3,DCA,21,3_EV
187231,US,2014,6,DCA,16,6_US
192961,UA,2014,11,DCA,19,11_UA
181097,MQ,2014,1,DCA,35,1_MQ
183619,UA,2014,3,DCA,20,3_UA
189890,B6,2014,9,DCA,9,9_B6
186411,DL,2014,6,DCA,25,6_DL
180555,B6,2014,1,DCA,29,1_B6
185945,UA,2014,5,DCA,22,5_UA
184847,US,2014,4,DCA,15,4_US
191905,US,2014,10,DCA,14,10_US
189481,UA,2014,8,DCA,25,8_UA
185897,OO,2014,5,DCA,36,5_OO
184968,WN,2014,4,DCA,20,4_WN
191337,EV,2014,10,DCA,11,10_EV
185021,AA,2014,5,DCA,22,5_AA
185736,MQ,2014,5,DCA,24,5_MQ
191620,MQ,2014,10,DCA,33,10_MQ
180398,AA,2014,1,DCA,18,1_AA
191812,UA,2014,10,DCA,23,10_UA
185197,B6,2014,5,DCA,20,5_B6
185397,EV,2014,5,DCA,24,5_EV
185220,DL,2014,5,DCA,18,5_DL
191767,OO,2014,10,DCA,34,10_OO
184782,UA,2014,4,DCA,12,4_UA
183875,AA,2014,4,DCA,17,4_AA
189407,OO,2014,8,DCA,35,8_OO
186029,US,2014,5,DCA,15,5_US
189251,MQ,2014,8,DCA,29,8_MQ
180598,DL,2014,1,DCA,23,1_DL
184029,B6,2014,4,DCA,19,4_B6
190576,OO,2014,9,DCA,22,9_OO
186348,B6,2014,6,DCA,18,6_B6
192210,B6,2014,11,DCA,14,11_B6
184101,DL,2014,4,DCA,17,4_DL
186210,AA,2014,6,DCA,29,6_AA
191050,B6,2014,10,DCA,9,10_B6
189575,US,2014,8,DCA,13,8_US
184250,EV,2014,4,DCA,18,4_EV
192074,AA,2014,11,DCA,17,11_AA
184567,MQ,2014,4,DCA,25,4_MQ
194286,WN,2014,12,DCA,14,12_WN
186108,WN,2014,5,DCA,19,5_WN
191102,DL,2014,10,DCA,13,10_DL
184669,OO,2014,4,DCA,0,4_OO
191995,WN,2014,10,DCA,13,10_WN
190913,AA,2014,10,DCA,24,10_AA
188955,EV,2014,8,DCA,23,8_EV
182241,MQ,2014,2,DCA,27,2_MQ
193619,EV,2014,12,DCA,16,12_EV
188556,AA,2014,8,DCA,27,8_AA
188255,OO,2014,7,DCA,28,7_OO
181708,B6,2014,2,DCA,29,2_B6
187625,DL,2014,7,DCA,15,7_DL
190431,MQ,2014,9,DCA,27,9_MQ
182417,OO,2014,2,DCA,57,2_OO
188709,B6,2014,8,DCA,17,8_B6
189954,DL,2014,9,DCA,14,9_DL
182523,US,2014,2,DCA,18,2_US
193226,AA,2014,12,DCA,19,12_AA
188312,UA,2014,7,DCA,22,7_UA
181783,DL,2014,2,DCA,14,2_DL
193416,DL,2014,12,DCA,10,12_DL
181311,UA,2014,1,DCA,20,1_UA
194086,OO,2014,12,DCA,22,12_OO
182456,UA,2014,2,DCA,16,2_UA
181957,EV,2014,2,DCA,29,2_EV
188405,US,2014,7,DCA,19,7_US
187819,EV,2014,7,DCA,24,7_EV
189741,AA,2014,9,DCA,22,9_AA
190141,EV,2014,9,DCA,17,9_EV
181527,WN,2014,1,DCA,16,1_WN
182718,AA,2014,3,DCA,14,3_AA
193115,WN,2014,11,DCA,13,11_WN
193846,MQ,2014,12,DCA,25,12_MQ
188076,MQ,2014,7,DCA,17,7_MQ
181407,US,2014,1,DCA,16,1_US
181570,AA,2014,2,DCA,15,2_AA
193349,B6,2014,12,DCA,8,12_B6
187534,B6,2014,7,DCA,27,7_B6
181261,OO,2014,1,DCA,13,1_OO
182676,WN,2014,2,DCA,11,2_WN
188462,WN,2014,7,DCA,18,7_WN
192084,AA,2014,11,DEN,25,11_AA
186365,B6,2014,6,DEN,40,6_B6
181954,EV,2014,2,DEN,35,2_EV
189334,OO,2014,8,DEN,21,8_OO
188136,OO,2014,7,DEN,23,7_OO
186109,WN,2014,5,DEN,28,5_WN
182199,MQ,2014,2,DEN,31,2_MQ
188575,AA,2014,8,DEN,25,8_AA
188297,UA,2014,7,DEN,21,7_UA
190077,EV,2014,9,DEN,18,9_EV
181808,DL,2014,2,DEN,23,2_DL
184089,DL,2014,4,DEN,13,4_DL
184237,EV,2014,4,DEN,18,4_EV
186200,AA,2014,6,DEN,35,6_AA
184523,MQ,2014,4,DEN,27,4_MQ
189748,AA,2014,9,DEN,13,9_AA
180568,B6,2014,1,DEN,40,1_B6
189632,WN,2014,8,DEN,20,8_WN
193409,DL,2014,12,DEN,12,12_DL
191051,B6,2014,10,DEN,26,10_B6
184832,US,2014,4,DEN,13,4_US
186053,US,2014,5,DEN,19,5_US
185301,DL,2014,5,DEN,18,5_DL
181472,WN,2014,1,DEN,32,1_WN
189897,B6,2014,9,DEN,25,9_B6
191810,UA,2014,10,DEN,17,10_UA
185207,B6,2014,5,DEN,21,5_B6
185412,EV,2014,5,DEN,20,5_EV
191681,OO,2014,10,DEN,14,10_OO
185054,AA,2014,5,DEN,22,5_AA
