WN,3022.587208816899
AA,2429.126427525622
UA,1644.7488439087256
DL,1551.26697626419
NW,1455.5740488288511
B6,1381.9025554981931
EV,1324.9743555555556
US,1281.6108669222856
OH,1094.7079484844542
HP,1076.2811906269792
