index,carrier,year,month,name,value,groupid
42502,AA,2006,1,BOS,22,1_AA
52248,NW,2006,7,BOS,24,7_NW
58638,UA,2006,11,BOS,23,11_UA
48738,DL,2006,5,BOS,26,5_DL
47565,MQ,2006,4,BOS,21,4_MQ
58714,US,2006,11,BOS,27,11_US
52130,MQ,2006,7,BOS,29,7_MQ
54109,UA,2006,8,BOS,20,8_UA
56818,NW,2006,10,BOS,34,10_NW
49071,MQ,2006,5,BOS,36,5_MQ
44011,AA,2006,2,BOS,19,2_AA
56703,MQ,2006,10,BOS,27,10_MQ
45496,AA,2006,3,BOS,23,3_AA
59079,AA,2006,12,BOS,22,12_AA
51778,DL,2006,7,BOS,21,7_DL
57729,B6,2006,11,BOS,23,11_B6
51662,B6,2006,7,BOS,25,7_B6
49188,NW,2006,5,BOS,37,5_NW
54189,US,2006,8,BOS,22,8_US
43653,UA,2006,1,BOS,25,1_UA
59211,B6,2006,12,BOS,23,12_B6
43738,US,2006,1,BOS,18,1_US
47682,NW,2006,4,BOS,22,4_NW
45237,US,2006,2,BOS,16,2_US
48624,B6,2006,5,BOS,24,5_B6
48235,US,2006,4,BOS,22,4_US
57848,DL,2006,11,BOS,17,11_DL
53171,B6,2006,8,BOS,21,8_B6
53284,DL,2006,8,BOS,18,8_DL
44577,MQ,2006,2,BOS,20,2_MQ
57601,AA,2006,11,BOS,23,11_AA
48150,UA,2006,4,BOS,21,4_UA
46639,UA,2006,3,BOS,20,3_UA
57232,US,2006,10,BOS,25,10_US
58186,MQ,2006,11,BOS,29,11_MQ
45152,UA,2006,2,BOS,20,2_UA
52676,US,2006,7,BOS,28,7_US
47860,AA,2006,8,BOS,26,8_AA
44248,DL,2006,2,BOS,19,2_DL
53638,MQ,2006,8,BOS,24,8_MQ
48495,AA,2006,5,BOS,36,5_AA
58300,NW,2006,11,BOS,40,11_NW
44136,B6,2006,2,BOS,27,2_B6
53756,NW,2006,8,BOS,22,8_NW
52596,UA,2006,7,BOS,26,7_UA
57153,UA,2006,10,BOS,21,10_UA
59332,DL,2006,12,BOS,11,12_DL
45622,B6,2006,3,BOS,12,3_B6
47235,DL,2006,4,BOS,23,4_DL
51531,AA,2006,7,BOS,28,7_AA
54818,DL,2006,9,BOS,18,9_DL
51189,UA,2006,6,BOS,39,6_UA
46063,MQ,2006,3,BOS,16,3_MQ
49734,US,2006,5,BOS,34,5_US
47117,B6,2006,4,BOS,15,4_B6
