index,carrier,year,month,name,value,groupid
149920,AA,2012,1,BOS,21,1_AA
156022,AS,2012,6,BOS,8,6_AS
152413,AS,2012,3,BOS,8,3_AS
163200,AS,2012,12,BOS,4,12_AS
151045,YV,2012,1,BOS,0,1_YV
158512,DL,2012,8,BOS,15,8_DL
154487,US,2012,4,BOS,9,4_US
158680,EV,2012,8,BOS,16,8_EV
160034,FL,2012,9,BOS,11,9_FL
151129,AA,2012,2,BOS,13,2_AA
152331,AA,2012,3,BOS,25,3_AA
162006,AS,2012,11,BOS,4,11_AS
154557,VX,2012,4,BOS,7,4_VX
155918,AA,2012,6,BOS,27,6_AA
162044,B6,2012,11,BOS,15,11_B6
163090,AA,2012,12,BOS,20,12_AA
163229,B6,2012,12,BOS,23,12_B6
150972,WN,2012,1,BOS,11,1_WN
154406,UA,2012,4,BOS,20,4_UA
156097,B6,2012,6,BOS,20,6_B6
161733,VX,2012,10,BOS,7,10_VX
150797,UA,2012,1,BOS,17,1_UA
161744,WN,2012,10,BOS,17,10_WN
160484,US,2012,9,BOS,14,9_US
163459,EV,2012,12,BOS,17,12_EV
158408,AS,2012,8,BOS,3,8_AS
156327,EV,2012,6,BOS,17,6_EV
155841,YV,2012,5,BOS,20,5_YV
150881,US,2012,1,BOS,11,1_US
160399,UA,2012,9,BOS,20,9_UA
155184,F9,2012,5,BOS,14,5_F9
152459,B6,2012,3,BOS,20,3_B6
163279,DL,2012,12,BOS,12,12_DL
150951,VX,2012,1,BOS,9,1_VX
161886,AA,2012,11,BOS,23,11_AA
156108,DL,2012,6,BOS,18,6_DL
152518,DL,2012,3,BOS,11,3_DL
151212,AS,2012,2,BOS,10,2_AS
154580,WN,2012,4,BOS,13,4_WN
158856,FL,2012,8,BOS,17,8_FL
159674,B6,2012,9,BOS,16,9_B6
154851,B6,2012,5,BOS,16,5_B6
159298,US,2012,8,BOS,14,8_US
162852,US,2012,11,BOS,11,11_US
159345,VX,2012,8,BOS,15,8_VX
153359,VX,2012,3,BOS,21,3_VX
162790,UA,2012,11,BOS,15,11_UA
151585,F9,2012,2,BOS,14,2_F9
151634,FL,2012,2,BOS,7,2_FL
154913,DL,2012,5,BOS,11,5_DL
151999,UA,2012,2,BOS,11,2_UA
159409,WN,2012,8,BOS,27,8_WN
162415,FL,2012,11,BOS,12,11_FL
155043,EV,2012,5,BOS,21,5_EV
155239,FL,2012,5,BOS,15,5_FL
159504,AA,2012,9,BOS,43,9_AA
159602,AS,2012,9,BOS,2,9_AS
152649,EV,2012,3,BOS,18,3_EV
152085,US,2012,2,BOS,8,2_US
151444,EV,2012,2,BOS,17,2_EV
159854,EV,2012,9,BOS,9,9_EV
155767,WN,2012,5,BOS,22,5_WN
162990,WN,2012,11,BOS,19,11_WN
151257,B6,2012,2,BOS,13,2_B6
154725,AA,2012,5,BOS,31,5_AA
155745,VX,2012,5,BOS,15,5_VX
152179,WN,2012,2,BOS,9,2_WN
155596,UA,2012,5,BOS,27,5_UA
162093,DL,2012,11,BOS,10,11_DL
155675,US,2012,5,BOS,14,5_US
152157,VX,2012,2,BOS,1,2_VX
162931,VX,2012,11,BOS,15,11_VX
159727,DL,2012,9,BOS,10,9_DL
162242,EV,2012,11,BOS,8,11_EV
154803,AS,2012,5,BOS,6,5_AS
159225,UA,2012,8,BOS,27,8_UA
151315,DL,2012,2,BOS,7,2_DL
156464,FL,2012,6,BOS,20,6_FL
158439,B6,2012,8,BOS,22,8_B6
150429,FL,2012,1,BOS,14,1_FL
161227,FL,2012,10,BOS,11,10_FL
157527,EV,2012,7,BOS,7,7_EV
160925,DL,2012,10,BOS,12,10_DL
164190,WN,2012,12,BOS,21,12_WN
156810,UA,2012,6,BOS,33,6_UA
161645,US,2012,10,BOS,11,10_US
153853,EV,2012,4,BOS,25,4_EV
150238,EV,2012,1,BOS,4,1_EV
153618,AS,2012,4,BOS,2,4_AS
164136,VX,2012,12,BOS,8,12_VX
156955,VX,2012,6,BOS,12,6_VX
153664,B6,2012,4,BOS,12,4_B6
161566,UA,2012,10,BOS,14,10_UA
153535,AA,2012,4,BOS,18,4_AA
153723,DL,2012,4,BOS,8,4_DL
157219,AS,2012,7,BOS,13,7_AS
163986,UA,2012,12,BOS,15,12_UA
156988,WN,2012,6,BOS,30,6_WN
150048,B6,2012,1,BOS,18,1_B6
158002,UA,2012,7,BOS,39,7_UA
160707,AA,2012,10,BOS,28,10_AA
150379,F9,2012,1,BOS,0,1_F9
156881,US,2012,6,BOS,16,6_US
152838,FL,2012,3,BOS,11,3_FL
150003,AS,2012,1,BOS,4,1_AS
158082,US,2012,7,BOS,14,7_US
158306,AA,2012,8,BOS,27,8_AA
157657,FL,2012,7,BOS,24,7_FL
152788,F9,2012,3,BOS,25,3_F9
153381,WN,2012,3,BOS,17,3_WN
164083,US,2012,12,BOS,13,12_US
157324,DL,2012,7,BOS,20,7_DL
163634,FL,2012,12,BOS,15,12_FL
153287,US,2012,3,BOS,12,3_US
150107,DL,2012,1,BOS,11,1_DL
154041,FL,2012,4,BOS,9,4_FL
158156,WN,2012,7,BOS,29,7_WN
160562,WN,2012,9,BOS,15,9_WN
157108,YV,2012,6,BOS,0,6_YV
158153,VX,2012,7,BOS,16,7_VX
161038,EV,2012,10,BOS,16,10_EV
157274,B6,2012,7,BOS,21,7_B6
160834,B6,2012,10,BOS,15,10_B6
153201,UA,2012,3,BOS,25,3_UA
153991,F9,2012,4,BOS,16,4_F9
160813,AS,2012,10,BOS,6,10_AS
160545,VX,2012,9,BOS,4,9_VX
157120,AA,2012,7,BOS,28,7_AA
161372,MQ,2012,10,DCA,18,10_MQ
153210,UA,2012,3,DCA,26,3_UA
160841,B6,2012,10,DCA,15,10_B6
154807,AS,2012,5,DCA,21,5_AS
154049,FL,2012,4,DCA,4,4_FL
152094,US,2012,2,DCA,9,2_US
161075,EV,2012,10,DCA,29,10_EV
151878,OO,2012,2,DCA,8,2_OO
155068,EV,2012,5,DCA,39,5_EV
154927,DL,2012,5,DCA,12,5_DL
162422,FL,2012,11,DCA,5,11_FL
161181,F9,2012,10,DCA,24,10_F9
159681,B6,2012,9,DCA,17,9_B6
152009,UA,2012,2,DCA,11,2_UA
153295,US,2012,3,DCA,11,3_US
159611,AS,2012,9,DCA,7,9_AS
154858,B6,2012,5,DCA,15,5_B6
161262,FL,2012,10,DCA,6,10_FL
162349,F9,2012,11,DCA,18,11_F9
153542,AA,2012,4,DCA,18,4_AA
160933,DL,2012,10,DCA,10,10_DL
159731,DL,2012,9,DCA,12,9_DL
159995,F9,2012,9,DCA,16,9_F9
162081,DL,2012,11,DCA,11,11_DL
153877,EV,2012,4,DCA,28,4_EV
152846,FL,2012,3,DCA,8,3_FL
161658,US,2012,10,DCA,12,10_US
160573,WN,2012,9,DCA,6,9_WN
153994,F9,2012,4,DCA,12,4_F9
152466,B6,2012,3,DCA,16,3_B6
160335,OO,2012,9,DCA,8,9_OO
154414,UA,2012,4,DCA,15,4_UA
154287,OO,2012,4,DCA,10,4_OO
160541,VX,2012,9,DCA,3,9_VX
152532,DL,2012,3,DCA,12,3_DL
152791,F9,2012,3,DCA,26,3_F9
154147,MQ,2012,4,DCA,8,4_MQ
160475,US,2012,9,DCA,13,9_US
161753,WN,2012,10,DCA,9,10_WN
161730,VX,2012,10,DCA,6,10_VX
160393,UA,2012,9,DCA,17,9_UA
161899,AA,2012,11,DCA,22,11_AA
152417,AS,2012,3,DCA,16,3_AS
153737,DL,2012,4,DCA,9,4_DL
153622,AS,2012,4,DCA,7,4_AS
154732,AA,2012,5,DCA,26,5_AA
160821,AS,2012,10,DCA,8,10_AS
159835,EV,2012,9,DCA,33,9_EV
153081,OO,2012,3,DCA,0,3_OO
152673,EV,2012,3,DCA,38,3_EV
153671,B6,2012,4,DCA,11,4_B6
161558,OO,2012,10,DCA,0,10_OO
162051,B6,2012,11,DCA,18,11_B6
160725,AA,2012,10,DCA,27,10_AA
152944,MQ,2012,3,DCA,17,3_MQ
152338,AA,2012,3,DCA,26,3_AA
161560,UA,2012,10,DCA,15,10_UA
160056,FL,2012,9,DCA,7,9_FL
154495,US,2012,4,DCA,7,4_US
161959,AS,2012,11,DCA,4,11_AS
160187,MQ,2012,9,DCA,18,9_MQ
162210,EV,2012,11,DCA,27,11_EV
162575,MQ,2012,11,DCA,19,11_MQ
162796,UA,2012,11,DCA,13,11_UA
156264,EV,2012,6,DCA,38,6_EV
158004,UA,2012,7,DCA,40,7_UA
157974,OO,2012,7,DCA,18,7_OO
150382,F9,2012,1,DCA,19,1_F9
156051,B6,2012,6,DCA,20,6_B6
163236,B6,2012,12,DCA,28,12_B6
158509,DL,2012,8,DCA,14,8_DL
156012,AS,2012,6,DCA,8,6_AS
158669,EV,2012,8,DCA,41,8_EV
156123,DL,2012,6,DCA,11,6_DL
163188,AS,2012,12,DCA,5,12_AS
157810,MQ,2012,7,DCA,21,7_MQ
155931,AA,2012,6,DCA,22,6_AA
163100,AA,2012,12,DCA,20,12_AA
151137,AA,2012,2,DCA,9,2_AA
150538,MQ,2012,1,DCA,10,1_MQ
157678,FL,2012,7,DCA,25,7_FL
158795,F9,2012,8,DCA,24,8_F9
151216,AS,2012,2,DCA,3,2_AS
150262,EV,2012,1,DCA,20,1_EV
158849,FL,2012,8,DCA,15,8_FL
163333,DL,2012,12,DCA,13,12_DL
158455,B6,2012,8,DCA,25,8_B6
163776,MQ,2012,12,DCA,28,12_MQ
156603,MQ,2012,6,DCA,15,6_MQ
163642,FL,2012,12,DCA,10,12_FL
158079,US,2012,7,DCA,16,7_US
150677,OO,2012,1,DCA,19,1_OO
158229,WN,2012,7,DCA,41,7_WN
163607,F9,2012,12,DCA,26,12_F9
156835,UA,2012,6,DCA,29,6_UA
163992,UA,2012,12,DCA,14,12_UA
156462,FL,2012,6,DCA,13,6_FL
150806,UA,2012,1,DCA,14,1_UA
156395,F9,2012,6,DCA,25,6_F9
163473,EV,2012,12,DCA,34,12_EV
150437,FL,2012,1,DCA,12,1_FL
156891,US,2012,6,DCA,12,6_US
150889,US,2012,1,DCA,8,1_US
155190,F9,2012,5,DCA,20,5_F9
158430,AS,2012,8,DCA,9,8_AS
158325,AA,2012,8,DCA,33,8_AA
150121,DL,2012,1,DCA,15,1_DL
156768,OO,2012,6,DCA,0,6_OO
164090,US,2012,12,DCA,15,12_US
159241,UA,2012,8,DCA,31,8_UA
157135,AA,2012,7,DCA,28,7_AA
151588,F9,2012,2,DCA,14,2_F9
159288,US,2012,8,DCA,18,8_US
155479,OO,2012,5,DCA,11,5_OO
151642,FL,2012,2,DCA,7,2_FL
157446,EV,2012,7,DCA,40,7_EV
155342,MQ,2012,5,DCA,13,5_MQ
159357,VX,2012,8,DCA,11,8_VX
159418,WN,2012,8,DCA,29,8_WN
162747,OO,2012,11,DCA,5,11_OO
157281,B6,2012,7,DCA,22,7_B6
157322,DL,2012,7,DCA,20,7_DL
149928,AA,2012,1,DCA,18,1_AA
155247,FL,2012,5,DCA,11,5_FL
151740,MQ,2012,2,DCA,14,2_MQ
159510,AA,2012,9,DCA,43,9_AA
155604,UA,2012,5,DCA,25,5_UA
150007,AS,2012,1,DCA,11,1_AS
164199,WN,2012,12,DCA,8,12_WN
157208,AS,2012,7,DCA,27,7_AS
162962,WN,2012,11,DCA,13,11_WN
157610,F9,2012,7,DCA,35,7_F9
151468,EV,2012,2,DCA,18,2_EV
151264,B6,2012,2,DCA,12,2_B6
162873,US,2012,11,DCA,11,11_US
164147,VX,2012,12,DCA,3,12_VX
162927,VX,2012,11,DCA,6,11_VX
150055,B6,2012,1,DCA,16,1_B6
159003,MQ,2012,8,DCA,18,8_MQ
159144,OO,2012,8,DCA,14,8_OO
151329,DL,2012,2,DCA,7,2_DL
155682,US,2012,5,DCA,14,5_US
158074,US,2012,7,DEN,18,7_US
153878,EV,2012,4,DEN,13,4_EV
157282,B6,2012,7,DEN,29,7_B6
153672,B6,2012,4,DEN,4,4_B6
153390,WN,2012,3,DEN,11,3_WN
