index,carrier,year,month,name,value,groupid
60699,AA,2007,1,BOS,20,1_AA
71506,UA,2007,7,BOS,38,7_UA
71585,US,2007,7,BOS,34,7_US
63365,UA,2007,2,BOS,30,2_UA
72081,AA,2007,8,BOS,27,8_AA
72212,B6,2007,8,BOS,18,8_B6
72333,DL,2007,8,BOS,24,8_DL
72688,MQ,2007,8,BOS,25,8_MQ
72804,NW,2007,8,BOS,30,8_NW
63028,NW,2007,2,BOS,46,2_NW
73146,UA,2007,8,BOS,32,8_UA
62912,MQ,2007,2,BOS,26,2_MQ
73225,US,2007,8,BOS,29,8_US
73718,AA,2007,9,BOS,22,9_AA
71168,NW,2007,7,BOS,35,7_NW
73848,B6,2007,9,BOS,9,9_B6
74077,EV,2007,9,BOS,9,9_EV
62566,DL,2007,2,BOS,18,2_DL
74322,MQ,2007,9,BOS,15,9_MQ
74439,NW,2007,9,BOS,26,9_NW
62445,B6,2007,2,BOS,25,2_B6
74783,UA,2007,9,BOS,20,9_UA
74862,US,2007,9,BOS,18,9_US
62313,AA,2007,2,BOS,25,2_AA
75355,AA,2007,10,BOS,24,10_AA
75483,B6,2007,10,BOS,17,10_B6
75608,DL,2007,10,BOS,19,10_DL
75710,EV,2007,10,BOS,22,10_EV
75950,MQ,2007,10,BOS,21,10_MQ
73973,DL,2007,9,BOS,19,9_DL
63449,US,2007,2,BOS,32,2_US
71052,MQ,2007,7,BOS,24,7_MQ
70703,DL,2007,7,BOS,32,7_DL
65665,B6,2007,4,BOS,29,4_B6
65795,DL,2007,4,BOS,21,4_DL
65056,US,2007,3,BOS,43,3_US
66149,MQ,2007,4,BOS,25,4_MQ
66265,NW,2007,4,BOS,42,4_NW
66602,UA,2007,4,BOS,35,4_UA
64972,UA,2007,3,BOS,31,3_UA
66687,US,2007,4,BOS,37,4_US
67171,AA,2007,5,BOS,25,5_AA
67299,B6,2007,5,BOS,18,5_B6
67423,DL,2007,5,BOS,22,5_DL
64643,NW,2007,3,BOS,35,3_NW
67777,MQ,2007,5,BOS,23,5_MQ
67892,NW,2007,5,BOS,31,5_NW
64527,MQ,2007,3,BOS,26,3_MQ
68227,UA,2007,5,BOS,27,5_UA
68306,US,2007,5,BOS,35,5_US
68791,AA,2007,6,BOS,41,6_AA
68922,B6,2007,6,BOS,30,6_B6
69047,DL,2007,6,BOS,36,6_DL
64180,DL,2007,3,BOS,17,3_DL
69407,MQ,2007,6,BOS,29,6_MQ
64056,B6,2007,3,BOS,29,3_B6
69523,NW,2007,6,BOS,45,6_NW
69871,UA,2007,6,BOS,41,6_UA
63924,AA,2007,3,BOS,29,3_AA
69951,US,2007,6,BOS,40,6_US
70448,AA,2007,7,BOS,35,7_AA
70579,B6,2007,7,BOS,29,7_B6
76063,NW,2007,10,BOS,31,10_NW
61830,US,2007,1,BOS,19,1_US
65532,AA,2007,4,BOS,28,4_AA
77100,B6,2007,11,BOS,12,11_B6
60831,B6,2007,1,BOS,20,1_B6
79632,UA,2007,12,BOS,35,12_UA
77678,NW,2007,11,BOS,22,11_NW
78005,UA,2007,11,BOS,25,11_UA
77565,MQ,2007,11,BOS,24,11_MQ
78085,US,2007,11,BOS,15,11_US
61299,MQ,2007,1,BOS,23,1_MQ
77325,EV,2007,11,BOS,12,11_EV
76397,UA,2007,10,BOS,28,10_UA
77225,DL,2007,11,BOS,11,11_DL
79303,NW,2007,12,BOS,42,12_NW
79717,US,2007,12,BOS,20,12_US
78588,AA,2007,12,BOS,32,12_AA
76972,AA,2007,11,BOS,22,11_AA
60950,DL,2007,1,BOS,12,1_DL
61415,NW,2007,1,BOS,26,1_NW
78720,B6,2007,12,BOS,23,12_B6
76479,US,2007,10,BOS,22,10_US
61749,UA,2007,1,BOS,21,1_UA
78952,EV,2007,12,BOS,27,12_EV
79190,MQ,2007,12,BOS,30,12_MQ
78847,DL,2007,12,BOS,21,12_DL
61318,MQ,2007,1,DCA,22,1_MQ
71178,NW,2007,7,DCA,29,7_NW
67544,EV,2007,5,DCA,8,5_EV
64193,DL,2007,3,DCA,16,3_DL
71516,UA,2007,7,DCA,26,7_UA
67435,DL,2007,5,DCA,20,5_DL
69060,DL,2007,6,DCA,28,6_DL
78015,UA,2007,11,DCA,20,11_UA
78860,DL,2007,12,DCA,17,12_DL
71594,US,2007,7,DCA,29,7_US
68315,US,2007,5,DCA,27,5_US
72088,AA,2007,8,DCA,28,8_AA
68798,AA,2007,6,DCA,44,6_AA
67178,AA,2007,5,DCA,28,5_AA
72346,DL,2007,8,DCA,25,8_DL
72460,EV,2007,8,DCA,24,8_EV
63375,UA,2007,2,DCA,25,2_UA
63458,US,2007,2,DCA,29,2_US
71071,MQ,2007,7,DCA,24,7_MQ
78093,US,2007,11,DCA,13,11_US
64546,MQ,2007,3,DCA,21,3_MQ
61082,EV,2007,1,DCA,5,1_EV
69881,UA,2007,6,DCA,30,6_UA
63932,AA,2007,3,DCA,24,3_AA
78595,AA,2007,12,DCA,33,12_AA
69960,US,2007,6,DCA,31,6_US
67902,NW,2007,5,DCA,26,5_NW
69426,MQ,2007,6,DCA,27,6_MQ
70455,AA,2007,7,DCA,37,7_AA
79208,MQ,2007,12,DCA,26,12_MQ
67796,MQ,2007,5,DCA,20,5_MQ
60963,DL,2007,1,DCA,17,1_DL
78972,EV,2007,12,DCA,29,12_EV
79312,NW,2007,12,DCA,39,12_NW
70716,DL,2007,7,DCA,29,7_DL
68237,UA,2007,5,DCA,22,5_UA
64653,NW,2007,3,DCA,27,3_NW
70826,EV,2007,7,DCA,37,7_EV
69172,EV,2007,6,DCA,38,6_EV
69533,NW,2007,6,DCA,39,6_NW
72814,NW,2007,8,DCA,32,8_NW
64308,EV,2007,3,DCA,6,3_EV
61425,NW,2007,1,DCA,28,1_NW
74097,EV,2007,9,DCA,19,9_EV
66275,NW,2007,4,DCA,26,4_NW
