OH,630.9223364121243
AA,502.450878477306
WN,487.66995073891627
MQ,290.74312489540915
NW,290.26384929978934
EV,249.48786666666666
DL,222.8579463364293
CO,204.72543059777104
VX,200.32179930795849
UA,199.2735198241225
