"AIRPORT_ID","AIRPORT","DISPLAY_AIRPORT_NAME","DISPLAY_AIRPORT_CITY_NAME_FULL","AIRPORT_STATE_CODE","AIRPORT_STATE_FIPS",
12395,"IST","Ataturk","Istanbul, Turkey","","",
12396,"ISW","Wisconsin Rapids Airport","Wisconsin Rapids, WI","WI","55",
12396,"ISW","Alexander Field","Wisconsin Rapids, WI","WI","55",
12396,"ISW","Alexander Field South Wood County","Wisconsin Rapids, WI","WI","55",
12396,"ISW","Alexander Field South Wood County","Wisconsin Rapids, WI","WI","55",
12397,"ITH","Ithaca Tompkins Regional","Ithaca/Cortland, NY","NY","36",
12397,"ITH","Ithaca Tompkins Regional","Ithaca/Cortland, NY","NY","36",
12400,"OSA","Osaka International","Osaka, Japan","","",
12400,"ITM","Osaka International","Osaka, Japan","","",
12400,"ITM","Osaka International","Osaka, Japan","","",
12401,"ITN","Itabuna Airport","Itabuna, Brazil","","",
12401,"ITN","Itabuna Airport","Itabuna, Brazil","","",
12402,"ITO","General Lyman Field","Hilo, HI","HI","15",
12402,"ITO","Hilo International","Hilo, HI","HI","15",
12402,"ITO","Hilo International","Hilo, HI","HI","15",
12403,"ITQ","Itaqui Airport","Itaqui, Brazil","","",
12403,"ITQ","Itaqui Airport","Itaqui, Brazil","","",
12403,"ITQ","Itaqui Airport","Itaqui, Brazil","","",
12404,"IUE","Niue International","Niue Island, Niue","","",
12404,"IUE","Niue International","Niue Island, Niue","","",
12405,"IUS","Inus Airport","Inus, Papua New Guinea","","",
12406,"IVA","Ambanja Airport","Ambanja, Madagascar","","",
12406,"IVA","Ambanja/Ambalavelona","Ambanja, Madagascar","","",
12407,"IVC","Invercargill Airport","Invercargill, New Zealand","","",
12407,"IVC","Invercargill Airport","Invercargill, New Zealand","","",
12408,"IVG","Ivangrad Airport","Ivangrad, Yugoslavia","","",
12408,"IVG","Ivangrad Airport","Ivangrad, Yugoslavia","","",
12408,"IVG","Berane Airport","Berane, FRY","","",
12408,"IVG","Berane Airport","Berane, Serbia and Montenegro","","",
12408,"IVG","Berane Airport","Berane, Montenegro","","",
12408,"IVG","Berane Airport","Berane, Montenegro","","",
12409,"IVL","Ivalo Airport","Ivalo, Finland","","",
12409,"IVL","Ivalo Airport","Ivalo, Finland","","",
12410,"IVR","Inverell Airport","Inverell, Australia","","",
12410,"IVR","Inverell Airport","Inverell, Australia","","",
12411,"IWA","Ivanovo Airport","Ivanovo, U.S.S.R.","","",
12411,"IWA","Ivanovo Airport","Ivanovo, Russia","","",
12412,"IWD","Gogebic-Iron County","Ironwood, MI","MI","26",
12412,"IWD","Gogebic-Iron County","Ironwood, MI","MI","26",
12413,"IWJ","Iwami Airport","Iwami, Japan","","",
12414,"IWO","Iwo Jima Airport","Iwo Jima, Japan","","",
12414,"IWO","Iwoto Airport","Iwoto, Japan","","",
12414,"IWO","Iwoto Airport","Iwoto, Japan","","",
12415,"IWS","West Houston","Houston, TX","TX","48",
12415,"IWS","West Houston","Houston, TX","TX","48",
12416,"IXA","Agartala Airport","Agartala, India","","",
12416,"IXA","Agartala Airport","Agartala, India","","",
12417,"IXB","Bagdogra Airport","Bagdogra, India","","",
12417,"IXB","Bagdogra Airport","Bagdogra, India","","",
12417,"IXB","Baghdogra","Bagdogra, India","","",
12418,"IXC","Chandigarh Airport","Chandigarh, India","","",
12418,"IXC","Chandigarh Airport","Chandigarh, India","","",
12419,"IXD","Allahabad Airport","Allahabad, India","","",
12419,"IXD","Allahabad Airport","Allahabad, India","","",
12420,"IXE","Mangalore/Bajpe","Mangalore, India","","",
12420,"IXE","Mangalore Airport","Mangalore, India","","",
12420,"IXE","Mangalore International","Mangalore, India","","",
12421,"IXG","Belgaum Airport","Belgaum, India","","",
12421,"IXG","Belgaum Airport","Belgaum, India","","",
12421,"IXG","Belgaum Airport","Belgaum, India","","",
12421,"IXG","Belgaum Airport","Belgaum, India","","",
12422,"IXH","Kailashahar Airport","Kailashahar, India","","",
12422,"IXH","Kailashahar Airport","Kailashahar, India","","",
12422,"IXH","Kailashahar Airport","Kailashahar, India","","",
12423,"IXI","North Lakhimpur/Lilabari","Lilabari, India","","",
12424,"IXJ","Jammu Airport","Jammu, India","","",
12424,"IXJ","Jammu Airport","Jammu, India","","",
12425,"IXK","Keshod Airport","Keshod, India","","",
12425,"IXK","Keshod Airport","Keshod, India","","",
12426,"IXL","Leh Airport","Leh, India","","",
12426,"IXL","Leh Airport","Leh, India","","",
12426,"IXL","Leh Airport","Leh, India","","",
12427,"IXM","Madurai Airport","Madurai, India","","",
12427,"IXM","Madurai Airport","Madurai, India","","",
12429,"IXQ","Kamalpur Airport","Kamalpur, India","","",
12429,"IXQ","Kamalpur Airport","Kamalpur, India","","",
12430,"IXR","Ranchi Airport","Ranchi, India","","",
12430,"IXR","Ranchi Airport","Ranchi, India","","",
12431,"IXS","Silchar Airport","Silchar, India","","",
12431,"IXS","Silchar Airport","Silchar, India","","",
12432,"IXU","Aurangabad Airport","Aurangabad, India","","",
12432,"IXU","Aurangabad Airport","Aurangabad, India","","",
12433,"IXW","Jamshedpur Airport","Jamshedpur, India","","",
12433,"IXW","Jamshedpur Airport","Jamshedpur, India","","",
12433,"IXW","Jamshedpur Airport","Jamshedpur, India","","",
12433,"IXW","Jamshedpur Airport","Jamshedpur, India","","",
12433,"IXW","Jamshedpur Airport","Jamshedpur, India","","",
12434,"IXY","Kandla Airport","Kandla, India","","",
12434,"IXY","Kandla Airport","Kandla, India","","",
12435,"IXZ","Port Blair Airport","Port Blair, India","","",
12435,"IXZ","Port Blair Airport","Port Blair, India","","",
12436,"IYK","Inyokern-Kern County","Inyokern, CA","CA","06",
12436,"IYK","Inyokern Airport","Inyokern, CA","CA","06",
12437,"IZM","Izmir Metropolitan Area","Izmir, Turkey","","",
12438,"IZO","Izumo Airport","Izumo, Japan","","",
12438,"IZO","Izumo Airport","Izumo, Japan","","",
12439,"IZT","Ixtepec Airport","Ixtepec, Mexico","","",
12439,"IZT","Ixtepec Airport","Ixtepec, Mexico","","",
12439,"IZT","Ixtepec Airport","Ixtepec, Mexico","","",
12440,"JAB","Jabiru Airport","Jabiru, Australia","","",
12440,"JAB","Jabiru Airport","Jabiru, Australia","","",
12441,"JAC","Jackson Hole","Jackson, WY","WY","56",
12441,"JAC","Jackson Hole","Jackson, WY","WY","56",
12442,"JAF","Jaffna Airport","Jaffna, Sri Lanka","","",
12442,"JAF","Kankesanturai","Jaffna, Sri Lanka","","",
12443,"JAG","Shahbaz AB","Jacobabad, Pakistan","","",
12443,"JAG","Shahbaz AB","Jacobabad, Pakistan","","",
12444,"JAI","Jaipur Airport","Jaipur, India","","",
12444,"JAI","Jaipur Airport","Jaipur, India","","",
12445,"JAJ","Perimeter Mall","Atlanta, GA","GA","13",
12445,"JAJ","Perimeter Mall Helipad","Atlanta, GA","GA","13",
12446,"JAK","Jacmel Airport","Jacmel, Haiti","","",
12446,"JAK","Jacmel Airport","Jacmel, Haiti","","",
12447,"JAL","El Lencero","Jalapa, Mexico","","",
12448,"JAN","Allen C Thompson Field","Jackson/Vicksburg, MS","MS","28",
12448,"JAN","Jackson - Evers International","Jackson/Vicksburg, MS","MS","28",
12448,"JAN","Jackson - Evers International","Jackson/Vicksburg, MS","MS","28",
12448,"JAN","Jackson Medger Wiley Evers International","Jackson/Vicksburg, MS","MS","28",
12448,"JAN","Jackson Medgar Wiley Evers International","Jackson/Vicksburg, MS","MS","28",
12449,"JAO","Beaver Ruin","Atlanta, GA","GA","13",
12450,"JAV","Jakobshavn Airport","Jakobshavn, Greenland","","",
12450,"JAV","Ilulissat","Jakobshavn, Greenland","","",
12451,"JAX","Jacksonville International","Jacksonville, FL","FL","12",
12451,"JAX","Jacksonville International","Jacksonville, FL","FL","12",
12452,"JBC","Boston City Heliport","Boston, MA","MA","25",
12453,"JBK","Berkeley Municipal Heliport","Oakland, CA","CA","06",
12454,"JBP","Commerce Business Park","Commerce, CA","CA","06",
12454,"JBP","Commerce Business Park Heliport","Commerce, CA","CA","06",
12455,"JBR","Jonesboro Municipal","Jonesboro, AR","AR","05",
12455,"JBR","Jonesboro Municipal","Jonesboro, AR","AR","05",
12456,"JCA","Croisette Heliport","Cannes, France","","",
12457,"JCC","China Basin Heliport","San Francisco, CA","CA","06",
12458,"JCE","Oakland Convention Center Heliport","Oakland, CA","CA","06",
12459,"JCH","Christianshab Airport","Christianshab, Greenland","","",
12460,"JCI","Johnson County Industrial","Olathe, KS","KS","20",
12460,"JCI","New Century Aircenter","Olathe, KS","KS","20",
12461,"JCK","Julia Creek Airport","Julia Creek, Australia","","",
12461,"JCK","Julia Creek Airport","Julia Creek, Australia","","",
12462,"JDA","Grant County Regional/Ogilvie Field","John Day, OR","OR","41",
12462,"JDA","Grant County Regional/Ogilvie Field","John Day, OR","OR","41",
12463,"JDB","Downtown Heliport","Dallas/Fort Worth, TX","TX","48",
12464,"JDF","Juiz","Juiz de Fora, Brazil","","",
12465,"JDG","Edgewater Inn Helipad Sea Wash","Seattle, WA","WA","53",
12466,"JDH","Jodhpur Airport","Jodhpur, India","","",
12466,"JDH","Jodhpur Airport","Jodhpur, India","","",
12467,"JDM","Miami Downtown Heliport","Miami, FL","FL","12",
12468,"JDO","Regional de Cariri","Juazeiro Do Norte, Brazil","","",
12469,"JDT","Minneapolis Heliport","Minneapolis, MN","MN","27",
12470,"JDX","Houston Central Business District Heliport","Houston, TX","TX","48",
12472,"JED","King Abdulaziz International","Jeddah, Saudi Arabia","","",
12473,"JEE","Jeremie Airport","Jeremie, Haiti","","",
12473,"JEE","Jeremie Airport","Jeremie, Haiti","","",
12473,"JEE","Jeremie Airport","Jeremie, Haiti","","",
12473,"JEE","Jeremie Airport","Jeremie, Haiti","","",
12474,"JEF","Jefferson City Memorial","Jefferson City, MO","MO","29",
12474,"JEF","Jefferson City Memorial","Jefferson City, MO","MO","29",
12476,"JER","Jersey Airport","Jersey, United Kingdom","","",
12476,"JER","Jersey Airport","Jersey, United Kingdom","","",
12476,"JER","Jersey Airport","Jersey, United Kingdom","","",
12477,"JFB","Seattle 1st National.Bank Helipad","Seattle, WA","WA","53",
12478,"JFK","John F. Kennedy International","New York, NY","NY","36",
12478,"JFK","John F. Kennedy International","New York, NY","NY","36",
12478,"JFK","John F. Kennedy International","New York, NY","NY","36",
12479,"JFN","Ashtabula County","Jefferson, OH","OH","39",
12479,"JFN","Northeast Ohio Regional","Jefferson, OH","OH","39",
12481,"JFR","Frederikshaab","Frederikshab, Greenland","","",
12482,"JGA","Jamnagar Airport","Jamnagar, India","","",
12482,"JGA","Jamnagar Airport","Jamnagar, India","","",
12483,"JGC","Grand Canyon Heliport","Grand Canyon, AZ","AZ","04",
12484,"JGG","Williamsburg-Jamestown","Williamsburg, VA","VA","51",
12485,"JGL","Galleria","Atlanta, GA","GA","13",
12486,"JGP","Greenway Plaza Heliport","Houston, TX","TX","48",
12487,"JGQ","Transco Tower Galleria Heliport","Houston, TX","TX","48",
12489,"JHB","Senai International","Johor Bahru, Malaysia","","",
12489,"JHB","Sultan Ismail","Johor Bahru, Malaysia","","",
12489,"JHB","Senai International","Johor Bahru, Malaysia","","",
12490,"JHC","Island Heliport","Garden City, NY","NY","36",
12491,"JHE","Helsingborg Heliport","Helsingborg, Sweden","","",
12492,"JHM","Kapalua West Maui","Kapalua, HI","HI","15",
12492,"JHM","Kapalua Airport","Kapalua, HI","HI","15",
12493,"JHS","Sisimiut Airport","Sisimiut, Greenland","","",
12493,"JHS","Sisimiut Airport","Sisimiut, Greenland","","",
12493,"JHS","Sisimiut Airport","Sisimiut, Greenland","","",
12493,"JHS","Sisimiut Airport","Sisimiut, Greenland","","",
12494,"JHW","Chautauqua County/Jamestown","Jamestown, NY","NY","36",
12494,"JHW","Chautauqua County/Jamestown","Jamestown, NY","NY","36",
12495,"JHY","Cambridge Airport","Cambridge, MA","MA","25",
12496,"JIB","Ambouli","Djibouti, Djibouti","","",
12496,"JIB","Djibouti Ambouli","Djibouti, Djibouti","","",
12497,"JID","Civic Financial Center Helipad","City of Industry, CA","CA","06",
12497,"JID","Civic Financial Center Heliport","City of Industry, CA","CA","06",
12498,"JIK","Ikaria","Ikaria Island, Greece","","",
12498,"JIK","Ikaria","Ikaria Island, Greece","","",
12499,"JIL","Jilin Airport","Jilin, China","","",
12500,"JIM","Aba Segud Negus Wolde Giorg","Jimma, Ethiopia","","",
12501,"JIN","Jinja Airport","Jinja, Uganda","","",
12501,"JIN","Jinja Airport","Jinja, Uganda","","",
12501,"JIN","Jinja Airport","Jinja, Uganda","","",
12502,"JJI","Juanjui Airport","Juanjui, Peru","","",
12502,"JJI","Juanjui Airport","Juanjui, Peru","","",
12503,"JKG","Jonkoping Airport","Jonkoping, Sweden","","",
12503,"JKG","Jonkoping Airport","Jonkoping, Sweden","","",
12504,"JKH","Chios Airport","Chios, Greece","","",
12504,"JKH","Chios Airport","Chios, Greece","","",
12504,"JKH","Chios Airport","Chios, Greece","","",
12505,"JKL","Kalymnos Airport","Kalymnos, Greece","","",
12505,"JKL","Kalymnos Airport","Kalymnos, Greece","","",
12506,"JKR","Janakpur Airport","Janakpur, Nepal","","",
12506,"JKR","Janakpur Airport","Janakpur, Nepal","","",
12506,"JKR","Janakpur Airport","Janakpur, Nepal","","",
12506,"JKR","Janakpur Airport","Janakpur, Nepal","","",
12507,"JKT","Kemayoran International","Jakarta, Indonesia","","",
12507,"JKT","Jakarta Metropolitan Area","Jakarta, Indonesia","","",
12508,"JKV","Cherokee County","Jacksonville, TX","TX","48",
12508,"JKV","Cherokee County","Jacksonville, TX","TX","48",
12509,"JLA","Quartz Creek","Cooper Lodge, AK","AK","02",
12509,"JLA","Quartz Creek","Cooper Lodge, AK","AK","02",
12511,"JLN","Joplin Municipal","Joplin, MO","MO","29",
12511,"JLN","Joplin Regional","Joplin, MO","MO","29",
12512,"JLR","Jabalpur Airport","Jabalpur, India","","",
12512,"JLR","Jabalpur Airport","Jabalpur, India","","",
12513,"JMA","Astrodome","Houston, TX","TX","48",
12514,"JMB","Jamba Airport","Jamba, Angola","","",
12514,"JMB","Jamba Airport","Jamba, Angola","","",
12514,"JMB","Jamba Airport","Jamba, Angola","","",
12515,"JMC","Marin County Heliport","San Francisco, CA","CA","06",
12516,"JMK","Mikonos","Mikonos Island, Greece","","",
12516,"JMK","Mikonos","Mikonos Island, Greece","","",
12516,"JMK","Mikonos","Mikonos Island, Greece","","",
12517,"JMM","Harbour Heliport","Malmo, Sweden","","",
12518,"JMN","Downtown Heliport","Mankato, MN","MN","27",
12519,"JMS","Jamestown Regional","Jamestown, ND","ND","38",
12519,"JMS","Jamestown Regional","Jamestown, ND","ND","38",
12520,"JNB","Oliver Reginald Tambo International","Johannesburg, South Africa","","",
12520,"JNB","Oliver Reginald Tambo International","Johannesburg, South Africa","","",
12521,"JNN","Nanortalik Airport","Nanortalik, Greenland","","",
12522,"JNP","Newport Beach Airport","Newport Beach, CA","CA","06",
12523,"JNU","Juneau International","Juneau, AK","AK","02",
12523,"JNU","Juneau International","Juneau, AK","AK","02",
12523,"JNU","Juneau International","Juneau, AK","AK","02",
12523,"JNU","Juneau International","Juneau, AK","AK","02",
12524,"JO1","Prince Hasan","Safawi, Jordan","","",
12524,"JO1","Prince Hasan","Safawi, Jordan","","",
12525,"JO2","Al Shaheed Mwaffaq Salti Air Base","Azraq, Jordan","","",
12526,"JO3","Azraq Highway Strip","Azraq, Jordan","","",
12526,"JO3","Azraq Highway Strip","Azraq, Jordan","","",
12527,"JOC","Centerport Heliport","Santa Ana, CA","CA","06",
12528,"JOE","Joensuu Airport","Joensuu, Finland","","",
12528,"JOE","Joensuu Airport","Joensuu, Finland","","",
12529,"JOG","Adisutjipto","Yogyakarta, Indonesia","","",
12529,"JOG","Adisutjipto","Yogyakarta, Indonesia","","",
12530,"JOH","Port St Johns Airport","Port St Johns, South Africa","","",
12531,"JOI","Joinville Airport","Joinville, Brazil","","",
12533,"JOL","Jolo Airport","Jolo, Philippines","","",
12533,"JOL","Jolo Airport","Jolo, Philippines","","",
12534,"JOM","Njombe Airport","Njombe, Tanzania","","",
12534,"JOM","Njombe Airport","Njombe, Tanzania","","",
12534,"JOM","Njombe Airport","Njombe, Tanzania","","",
12535,"JON","Johnston Atoll","Johnston Island, Johnston Atoll","","",
12535,"JON","Johnston Atoll","Johnston Island, TT","TT","75",
12536,"JOR","Orange County Heliport","Orange, CA","CA","06",
12537,"JOS","Jos Airport","Jos, Nigeria","","",
12537,"JOS","Yakubu Gowon","Jos, Nigeria","","",
12537,"JOS","Yakubu Gowon","Jos, Nigeria","","",
12539,"JP2","Futenma MCAS","Okinawa, Japan","","",
12540,"JPA","Santa Rita","Joao Pessoa, Brazil","","",
12540,"JPA","Presidente Castro Pinto International","Joao Pessoa, Brazil","","",
12541,"JPB","Pan Am Building Heliport","New York, NY","NY","36",
12542,"JPR","Ji Parana Airport","Ji Parana, Brazil","","",
12543,"JPT","Park Ten Helipad","Houston, TX","TX","48",
12544,"JQF","CONCORD REGIONAL","CONCORD, NC","NC","37",
12544,"JQF","CONCORD REGIONAL","CONCORD, NC","NC","37",
12544,"USA","CONCORD REGIONAL","CONCORD, NC","NC","37",
12545,"JRA","West 30th Street Heliport","New York, NY","NY","36",
12546,"JRB","Downtown Manhattan/Wall Street Heliport","New York, NY","NY","36",
12546,"JRB","Downtown Manhattan/Wall Street Heliport","New York, NY","NY","36",
12547,"JRC","Appache Heliport","Rochester, MN","MN","27",
12548,"JRE","East 60th Street Heliport","New York, NY","NY","36",
12549,"NAX","Barbers Point NAS","Kapolei, HI","HI","15",
12549,"JRF","Kalaeloa","Kapolei, HI","HI","15",
12550,"JRH","Jorhat Airport","Jorhat, India","","",
12550,"JRH","Jorhat Airport","Jorhat, India","","",
12551,"JRO","Kilimanjaro International","Kilimanjaro, Tanzania","","",
12551,"JRO","Kilimanjaro International","Kilimanjaro, Tanzania","","",
12552,"JRS","Jerusalem Airport","Jerusalem, Israel","","",
12552,"JRS","Jerusalem Airport","Jerusalem, Israel","","",
12552,"JRS","Jerusalem Airport","Jerusalem, Israel","","",
12553,"JRV","Jose Aponte de la Torre","Ceiba, PR","PR","72",
12553,"JRV","Jose Aponte de la Torre","Ceiba, PR","PR","72",
12553,"JRV","Jose Aponte de la Torre","Ceiba, PR","PR","72",
12554,"JSE","Juneau Seaplane Base","Juneau, AK","AK","02",
12555,"JSI","Alexandros Papadiamantis","Skiathos, Greece","","",
12555,"JSI","Alexandros Papadiamantis","Skiathos, Greece","","",
12556,"JSK","Crossroads Heliport","St. Cloud, MN","MN","27",
12557,"JSO","Sodertalje Heliport","Sodertalje, Sweden","","",
12558,"JSR","Jessore Airport","Jessore, Bangladesh","","",
12558,"JSR","Jessore Airport","Jessore, Bangladesh","","",
12559,"JST","Johnstown Cambria County","Johnstown, PA","PA","42",
12559,"JST","John Murtha Johnstown-Cambria County","Johnstown, PA","PA","42",
12559,"JST","John Murtha Johnstown-Cambria County","Johnstown, PA","PA","42",
12561,"JSY","Syros","Syros Island, Greece","","",
12561,"JSY","Syros","Syros Island, Greece","","",
12561,"JSY","Dimitrios Vikelas","Syros Island, Greece","","",
12561,"JSY","Dimitrios Vikelas","Syros Island, Greece","","",
12563,"JTR","Santorini Airport","Santorini, Greece","","",
12563,"JTR","Santorini Airport","Santorini, Greece","","",
12563,"JTR","Santorini Airport","Santorini, Greece","","",
12564,"JUB","Juba Airport","Juba, Sudan","","",
12564,"JUB","Juba Airport","Juba, South Sudan","","",
12566,"JUJ","Jujuy Airport","Jujuy, Argentina","","",
12567,"JUL","Juliaca Airport","Juliaca, Peru","","",
12567,"JUL","Juliaca Airport","Juliaca, Peru","","",
12567,"JUL","Juliaca Airport","Juliaca, Peru","","",
12568,"JUM","Jumla Airport","Jumla, Nepal","","",
12568,"JUM","Jumla Airport","Jumla, Nepal","","",
12568,"JUM","Jumla Airport","Jumla, Nepal","","",
12570,"JUV","Upernavik Airport","Upernavik, Greenland","","",
12570,"JUV","Upernavik Airport","Upernavik, Greenland","","",
12571,"JVL","Rock County","Beloit/Janesville, WI","WI","55",
12571,"JVL","Southern Wisconsin Regional","Beloit/Janesville, WI","WI","55",
12573,"JWH","Westchase Hilton Helipad","Houston, TX","TX","48",
12573,"JWH","Westchase Heliport","Houston, TX","TX","48",
12573,"JWH","Westchase Heliport","Houston, TX","TX","48",
12574,"TN8","John C Tune","Nashville, TN","TN","47",
12574,"TN8","John C Tune","Nashville, TN","TN","47",
12576,"JXN","Reynolds Municipal","Jackson, MI","MI","26",
12576,"JXN","Jackson County-Reynolds Field","Jackson, MI","MI","26",
12577,"JYP","Olympic Hotel Helipad Sea Wash","Seattle, WA","WA","53",
12578,"JYV","Jyvaskyla Airport","Jyvaskyla, Finland","","",
12578,"JYV","Jyvaskyla Airport","Jyvaskyla, Finland","","",
12579,"JZA","James H Easom Field","Newton, MS","MS","28",
12579,"JZA","James H Easom Field","Newton, MS","MS","28",
12579,"JZA","James H Easom Field","Newton, MS","MS","28",
12580,"JZB","Orange Municipal","Orange, MA","MA","25",
12581,"JZC","Stanley Municipal","Stanley, ND","ND","38",
12581,"JZC","Stanley Municipal","Stanley, ND","ND","38",
12582,"JZD","Ganda Airport","Ganda, Angola","","",
12583,"JZE","Trading Bay Production","Trading Bay, AK","AK","02",
12585,"JZG","Chamberlain Municipal","Chamberlain, SD","SD","46",
12585,"JZG","Chamberlain Municipal","Chamberlain, SD","SD","46",
12586,"JZH","Jui Zhai Huang Long","Song Pan, China","","",
12587,"JZI","Portland Municipal","Portland, TN","TN","47",
12587,"JZI","Portland Municipal","Portland, TN","TN","47",
12588,"JZJ","Sky Harbor","Duluth, MN","MN","27",
12588,"JZJ","Sky Harbor","Duluth, MN","MN","27",
12589,"JZK","Cloquet Carlton County","Cloquet, MN","MN","27",
12589,"JZK","Cloquet Carlton County","Cloquet, MN","MN","27",
12590,"JZL","San Clemente Island Nalf","San Clemente Island, CA","CA","06",
12590,"JZL","San Clemente Island Nalf","San Clemente Island, CA","CA","06",
12591,"JZM","Hog River Airport","Hog River, AK","AK","02",
12591,"JZM","Hog River Airport","Hog River, AK","AK","02",
12591,"JZM","Hog River Airport","Hog River, AK","AK","02",
12592,"JZN","Quincy Municipal","Quincy, WA","WA","53",
12593,"JZO","American Falls Airport","American Falls, ID","ID","16",
12594,"JZP","Prospect State","Prospect, OR","OR","41",
12594,"JZP","Prospect State","Prospect, OR","OR","41",
12595,"JZQ","Hernando County","Brooksville, FL","FL","12",
12595,"JZQ","Brooksville Tampa Bay Regional","Brooksville, FL","FL","12",
12596,"JZR","Laurel Municipal","Laurel, MT","MT","30",
12596,"JZR","Laurel Municipal","Laurel, MT","MT","30",
12598,"JZT","Arlington Municipal","Arlington, TX","TX","48",
12598,"JZT","Arlington Municipal","Arlington, TX","TX","48",
12599,"JZU","William H. Morse State","Bennington, VT","VT","50",
12599,"JZU","William H. Morse State","Bennington, VT","VT","50",
12600,"JZV","North Little Rock Municipal","Little Rock, AR","AR","05",
12600,"JZV","North Little Rock Municipal","Little Rock, AR","AR","05",
12601,"JZW","Middleton Field","Evergreen, AL","AL","01",
12601,"JZW","Middleton Field","Evergreen, AL","AL","01",
12601,"JZW","Middleton Field","Evergreen, AL","AL","01",
12602,"JZX","Virgil O Parrett Field","Angwin, CA","CA","06",
12602,"JZX","Angwin-Parrett Field","Angwin, CA","CA","06",
12603,"JZY","Idaho County","Grangeville, ID","ID","16",
12603,"JZY","Idaho County","Grangeville, ID","ID","16",
12603,"JZY","Idaho County","Grangeville, ID","ID","16",
12604,"JZZ","Taszar Airport","Taszar, Hungary","","",
12604,"JZZ","Taszar Airport","Taszar, Hungary","","",
12604,"JZZ","Taszar Airport","Taszar, Hungary","","",
12605,"K01","Russellville-Logan County","Russellville, KY","KY","21",
12606,"KAA","Kasama Airport","Kasama, Zambia","","",
12606,"KAA","Kasama Airport","Kasama, Zambia","","",
12607,"KAB","Kariba International","Kariba, Rhodesia","","",
12607,"KAB","Kariba International","Kariba, Zimbabwe","","",
12607,"KAB","Kariba International","Kariba, Zimbabwe","","",
12608,"KAC","Kamishly","Kameshli, Syria","","",
12608,"KAC","Kamishly","Kameshli, Syria","","",
12608,"KAC","Kamishly","Kameshli, Syria","","",
12609,"KAD","Kaduna Airport","Kaduna, Nigeria","","",
12609,"KAD","Kaduna Airport","Kaduna, Nigeria","","",
12609,"KAD","Kaduna Airport","Kaduna, Nigeria","","",
12610,"KAE","Kake Seaplane Base","Kake, AK","AK","02",
12611,"KAG","Kangung","Kangnung, South Korea","","",
12611,"KAG","Kangung","Kangnung, South Korea","","",
12613,"KAI","Kaieteur Airport","Kaieteur, Guyana","","",
12613,"KAI","Kaieteur Airport","Kaieteur, Guyana","","",
12613,"KAI","Kaieteur Airport","Kaieteur, Guyana","","",
12613,"KAI","Kaieteur Airport","Kaieteur, Guyana","","",
12614,"KAJ","Kajaani Airport","Kajaani, Finland","","",
12614,"KAJ","Kajaani Airport","Kajaani, Finland","","",
12615,"KAL","Kaltag Airport","Kaltag, AK","AK","02",
12616,"KAN","Kano Mallam Aminu Kano","Kano, Nigeria","","",
12616,"KAN","Kano Mallam Aminu Kano","Kano, Nigeria","","",
12616,"KAN","Kano Mallam Aminu Kano","Kano, Nigeria","","",
12616,"KAN","Kano Mallam Aminu Kano","Kano, Nigeria","","",
12616,"KAN","Kano Mallam Aminu Kano","Kano, Nigeria","","",
12616,"KAN","Kano Mallam Aminu Kano","Kano, Nigeria","","",
12616,"KAN","Mallam Aminu Kano International","Kano, Nigeria","","",
12617,"KAO","Kuusamo Airport","Kuusamo, Finland","","",
12617,"KAO","Kuusamo Airport","Kuusamo, Finland","","",
12618,"KAR","Kamarang Airport","Kamarang, Guyana","","",
12618,"KAR","Kamarang Airport","Kamarang, Guyana","","",
12619,"KAT","Kaitaia Airport","Kaitaia, New Zealand","","",
12619,"KAT","Kaitaia Airport","Kaitaia, New Zealand","","",
12620,"KAW","Kawthaung Airport","Kawthaung, Burma","","",
12620,"KAW","Kawthaung Airport","Kawthaung, Burma","","",
12621,"KBC","Birch Creek Airport","Birch Creek, AK","AK","02",
12621,"KBC","Birch Creek Airport","Birch Creek, AK","AK","02",
12621,"KBC","Birch Creek Airport","Birch Creek, AK","AK","02",
12622,"KBE","Bell Island Hot Springs Seaplane Base","Bell Island, AK","AK","02",
12623,"KBG","Kabalega Falls Airport","Kabalega Falls, Uganda","","",
12623,"KBG","Pakuba","Kabalega Falls, Uganda","","",
12624,"KBK","Klag Bay Airport","Klag Bay, AK","AK","02",
12625,"KBL","Kabul International","Kabul, Afghanistan","","",
12625,"KBL","Kabul International","Kabul, Afghanistan","","",
12625,"KBL","Kabul International","Kabul, Afghanistan","","",
12625,"KBL","Hamid Karzai International","Kabul, Afghanistan","","",
12626,"KBO","Kabalo Airport","Kabalo, Congo (Kinshasa)","","",
12626,"KBO","Kabalo Airport","Kabalo, Congo (Kinshasa)","","",
12627,"KBP","Boryspil International","Kiev, U.S.S.R.","","",
12627,"KBP","Boryspil International","Kiev, Ukraine","","",
12627,"KBP","Boryspil International","Kiev, Ukraine","","",
12628,"KBR","Sultan Ismail Petra","Kota Bharu, Malaysia","","",
12628,"KBR","Sultan Ismail Petra","Kota Bharu, Malaysia","","",
12628,"KBR","Sultan Ismail Petra","Kota Bharu, Malaysia","","",
12629,"KBS","Bo Airport","Bo, Sierra Leone","","",
12629,"KBS","Bo Airport","Bo, Sierra Leone","","",
12629,"KBS","Bo Airport","Bo, Sierra Leone","","",
12630,"KBV","Krabi Airport","Krabi, Thailand","","",
12630,"KBV","Krabi Airport","Krabi, Thailand","","",
12631,"KBW","Chignik Bay","Chignik, AK","AK","02",
